timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1780888072683,7611,HTTP Request,200,OK,Thread Group 1-35,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,7611,0,2
1780888073283,7011,HTTP Request,200,OK,Thread Group 1-37,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,7011,0,2
1780888072389,7906,HTTP Request,200,OK,Thread Group 1-34,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,7906,0,3
1780888072084,8212,HTTP Request,200,OK,Thread Group 1-33,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,8212,0,2
1780888073883,6413,HTTP Request,200,OK,Thread Group 1-39,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,6413,0,2
1780888074188,6108,HTTP Request,200,OK,Thread Group 1-40,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,6108,0,2
1780888074486,5811,HTTP Request,200,OK,Thread Group 1-41,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,5811,0,3
1780888075083,5215,HTTP Request,200,OK,Thread Group 1-43,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,5215,0,2
1780888075386,4912,HTTP Request,200,OK,Thread Group 1-44,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,4912,0,3
1780888074784,5514,HTTP Request,200,OK,Thread Group 1-42,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,5514,0,2
1780888075987,4311,HTTP Request,200,OK,Thread Group 1-46,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,4311,0,2
1780888076884,3416,HTTP Request,200,OK,Thread Group 1-49,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,3416,0,2
1780888076586,3714,HTTP Request,200,OK,Thread Group 1-48,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,3714,0,2
1780888076285,4015,HTTP Request,200,OK,Thread Group 1-47,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,4015,0,2
1780888077484,2817,HTTP Request,200,OK,Thread Group 1-51,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,2817,0,1
1780888077188,3113,HTTP Request,200,OK,Thread Group 1-50,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,3113,0,2
1780888079285,1016,HTTP Request,200,OK,Thread Group 1-57,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1016,0,2
1780888078385,1918,HTTP Request,200,OK,Thread Group 1-54,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1917,0,4
1780888078985,1318,HTTP Request,200,OK,Thread Group 1-56,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1317,0,3
1780888078681,1622,HTTP Request,200,OK,Thread Group 1-55,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,1622,0,1
1780888078085,2218,HTTP Request,200,OK,Thread Group 1-53,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,2217,0,2
1780888065787,14681,HTTP Request,200,OK,Thread Group 1-12,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,14488,0,3
1780888079298,1173,HTTP Request,200,OK,Thread Group 1-8,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,978,0,0
1780888069686,10786,HTTP Request,200,OK,Thread Group 1-25,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,10597,0,2
1780888071484,8990,HTTP Request,200,OK,Thread Group 1-31,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,8807,0,2
1780888073582,6893,HTTP Request,200,OK,Thread Group 1-38,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,6714,0,2
1780888077785,2691,HTTP Request,200,OK,Thread Group 1-52,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,2516,0,2
1780888075684,4792,HTTP Request,200,OK,Thread Group 1-45,text,true,,10660,169,60,60,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,4614,0,2
1780888067281,13273,HTTP Request,200,OK,Thread Group 1-17,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,13000,0,2
1780888079585,972,HTTP Request,200,OK,Thread Group 1-58,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,971,0,3
1780888079881,694,HTTP Request,200,OK,Thread Group 1-59,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,675,0,2
1780888080123,455,HTTP Request,200,OK,Thread Group 1-11,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,455,0,0
1780888080276,384,HTTP Request,200,OK,Thread Group 1-1,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,384,0,0
1780888080276,386,HTTP Request,200,OK,Thread Group 1-3,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,386,0,0
1780888080276,386,HTTP Request,200,OK,Thread Group 1-2,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,386,0,0
1780888080279,384,HTTP Request,200,OK,Thread Group 1-4,text,true,,10660,169,61,61,http://127.0.0.1:50097/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b#,383,0,0
